entity,code,year,life_expectancy
Russia,RUS,1965,68.441002
Russia,RUS,1966,68.52600100000001
Russia,RUS,1967,68.563004
Russia,RUS,1968,68.564003
Russia,RUS,1969,68.542
Russia,RUS,1970,68.5
Russia,RUS,1971,68.434998
Russia,RUS,1972,68.342003
Russia,RUS,1973,68.222
Russia,RUS,1974,68.082001
Russia,RUS,1975,67.93
Russia,RUS,1976,67.773003
Russia,RUS,1977,67.620003
Russia,RUS,1978,67.485001
Russia,RUS,1979,67.383003
Russia,RUS,1980,67.348
Russia,RUS,1981,67.414001
Russia,RUS,1982,67.586998
Russia,RUS,1983,67.847
Russia,RUS,1984,68.166
Russia,RUS,1985,68.478996
Russia,RUS,1986,68.708
Russia,RUS,1987,68.793999
Russia,RUS,1988,68.708
Russia,RUS,1989,68.447998
Russia,RUS,1990,68.045998
Russia,RUS,1991,67.559998
Russia,RUS,1992,67.068001
Russia,RUS,1993,66.630997
Russia,RUS,1994,66.278
Russia,RUS,1995,66.008003
Russia,RUS,1996,65.79699699999999
Russia,RUS,1997,65.60700200000001
Russia,RUS,1998,65.416
Russia,RUS,1999,65.233002
Russia,RUS,2000,65.081001
Russia,RUS,2001,64.99299599999999
Russia,RUS,2002,65.001999
Russia,RUS,2003,65.127998
Russia,RUS,2004,65.375999
Russia,RUS,2005,65.751999
Russia,RUS,2006,66.250999
Russia,RUS,2007,66.843002
Russia,RUS,2008,67.490997
Russia,RUS,2009,68.16100300000001
Russia,RUS,2010,68.813004
Russia,RUS,2011,69.406998
Russia,RUS,2012,69.922997
Russia,RUS,2013,70.34899899999999
Russia,RUS,2014,70.679001
Russia,RUS,2015,70.918999
Singapore,SGP,1960,65.474998
Singapore,SGP,1961,65.891998
Singapore,SGP,1962,66.230003
Singapore,SGP,1963,66.496002
Singapore,SGP,1964,66.70500200000001
Singapore,SGP,1965,66.883003
Singapore,SGP,1966,67.056
Singapore,SGP,1967,67.248001
Singapore,SGP,1968,67.478996
Singapore,SGP,1969,67.758003
Singapore,SGP,1970,68.087997
Singapore,SGP,1971,68.461998
Singapore,SGP,1972,68.859001
Singapore,SGP,1973,69.262001
Singapore,SGP,1974,69.664001
Singapore,SGP,1975,70.059998
Singapore,SGP,1976,70.446999
Singapore,SGP,1977,70.82800300000001
Singapore,SGP,1978,71.20500200000001
Singapore,SGP,1979,71.58000200000001
Singapore,SGP,1980,71.95500200000001
Singapore,SGP,1981,72.332001
Singapore,SGP,1982,72.712997
Singapore,SGP,1983,73.100998
Singapore,SGP,1984,73.497002
Singapore,SGP,1985,73.903999
Singapore,SGP,1986,74.32599599999999
Singapore,SGP,1987,74.760002
Singapore,SGP,1988,75.199997
Singapore,SGP,1989,75.636002
Singapore,SGP,1990,76.04900400000001
Singapore,SGP,1991,76.417999
Singapore,SGP,1992,76.73200200000001
Singapore,SGP,1993,76.988998
Singapore,SGP,1994,77.193001
Singapore,SGP,1995,77.358002
Singapore,SGP,1996,77.505997
Singapore,SGP,1997,77.66100300000001
Singapore,SGP,1998,77.845001
Singapore,SGP,1999,78.067001
Singapore,SGP,2000,78.33899699999999
Singapore,SGP,2001,78.664001
Singapore,SGP,2002,79.028999
Singapore,SGP,2003,79.41999799999999
Singapore,SGP,2004,79.824997
Singapore,SGP,2005,80.230003
Singapore,SGP,2006,80.619003
Singapore,SGP,2007,80.98200200000001
Singapore,SGP,2008,81.311996
Singapore,SGP,2009,81.602997
Singapore,SGP,2010,81.856003
Singapore,SGP,2011,82.07800300000001
Singapore,SGP,2012,82.279999
Singapore,SGP,2013,82.473
Singapore,SGP,2014,82.662003
Singapore,SGP,2015,82.84899899999999
South Korea,KOR,1960,52.981998
South Korea,KOR,1961,53.708999999999996
South Korea,KOR,1962,54.449001
South Korea,KOR,1963,55.202999
South Korea,KOR,1964,55.972
South Korea,KOR,1965,56.763000000000005
South Korea,KOR,1966,57.59
South Korea,KOR,1967,58.451
South Korea,KOR,1968,59.335999
South Korea,KOR,1969,60.228001
South Korea,KOR,1970,61.095001
South Korea,KOR,1971,61.898998
South Korea,KOR,1972,62.616001000000004
South Korea,KOR,1973,63.235001000000004
South Korea,KOR,1974,63.756001
South Korea,KOR,1975,64.192001
South Korea,KOR,1976,64.568001
South Korea,KOR,1977,64.92199699999999
South Korea,KOR,1978,65.28600300000001
South Korea,KOR,1979,65.68
South Korea,KOR,1980,66.119003
South Korea,KOR,1981,66.608002
South Korea,KOR,1982,67.136002
South Korea,KOR,1983,67.690002
South Korea,KOR,1984,68.264999
South Korea,KOR,1985,68.850998
South Korea,KOR,1986,69.441002
South Korea,KOR,1987,70.024002
South Korea,KOR,1988,70.591003
South Korea,KOR,1989,71.137001
South Korea,KOR,1990,71.655998
South Korea,KOR,1991,72.146004
South Korea,KOR,1992,72.612
South Korea,KOR,1993,73.060997
South Korea,KOR,1994,73.494003
South Korea,KOR,1995,73.917999
South Korea,KOR,1996,74.336998
South Korea,KOR,1997,74.755997
South Korea,KOR,1998,75.179001
South Korea,KOR,1999,75.608002
South Korea,KOR,2000,76.04699699999999
South Korea,KOR,2001,76.499001
South Korea,KOR,2002,76.959999
South Korea,KOR,2003,77.42600300000001
South Korea,KOR,2004,77.89299799999999
South Korea,KOR,2005,78.356003
South Korea,KOR,2006,78.810997
South Korea,KOR,2007,79.253998
South Korea,KOR,2008,79.678001
South Korea,KOR,2009,80.08000200000001
South Korea,KOR,2010,80.456001
South Korea,KOR,2011,80.802002
South Korea,KOR,2012,81.119003
South Korea,KOR,2013,81.41100300000001
South Korea,KOR,2014,81.678001
South Korea,KOR,2015,81.92400400000001
United Kingdom,GBR,1960,70.866997
United Kingdom,GBR,1961,70.956001
United Kingdom,GBR,1962,71.04499799999999
United Kingdom,GBR,1963,71.140999
United Kingdom,GBR,1964,71.25
United Kingdom,GBR,1965,71.370003
United Kingdom,GBR,1966,71.495003
United Kingdom,GBR,1967,71.61799599999999
United Kingdom,GBR,1968,71.734001
United Kingdom,GBR,1969,71.844002
United Kingdom,GBR,1970,71.947998
United Kingdom,GBR,1971,72.052002
United Kingdom,GBR,1972,72.16100300000001
United Kingdom,GBR,1973,72.279999
United Kingdom,GBR,1974,72.412003
United Kingdom,GBR,1975,72.563004
United Kingdom,GBR,1976,72.735001
United Kingdom,GBR,1977,72.927002
United Kingdom,GBR,1978,73.136002
United Kingdom,GBR,1979,73.360001
United Kingdom,GBR,1980,73.591003
United Kingdom,GBR,1981,73.821999
United Kingdom,GBR,1982,74.047997
United Kingdom,GBR,1983,74.264999
United Kingdom,GBR,1984,74.471001
United Kingdom,GBR,1985,74.667999
United Kingdom,GBR,1986,74.862999
United Kingdom,GBR,1987,75.058998
United Kingdom,GBR,1988,75.263
United Kingdom,GBR,1989,75.473
United Kingdom,GBR,1990,75.688004
United Kingdom,GBR,1991,75.902
United Kingdom,GBR,1992,76.110001
United Kingdom,GBR,1993,76.310997
United Kingdom,GBR,1994,76.503998
United Kingdom,GBR,1995,76.695
United Kingdom,GBR,1996,76.887001
United Kingdom,GBR,1997,77.086998
United Kingdom,GBR,1998,77.29900400000001
United Kingdom,GBR,1999,77.525002
United Kingdom,GBR,2000,77.764
United Kingdom,GBR,2001,78.013
United Kingdom,GBR,2002,78.269997
United Kingdom,GBR,2003,78.528999
United Kingdom,GBR,2004,78.788002
United Kingdom,GBR,2005,79.04900400000001
United Kingdom,GBR,2006,79.310997
United Kingdom,GBR,2007,79.577003
United Kingdom,GBR,2008,79.843002
United Kingdom,GBR,2009,80.108002
United Kingdom,GBR,2010,80.365997
United Kingdom,GBR,2011,80.610001
United Kingdom,GBR,2012,80.836998
United Kingdom,GBR,2013,81.04499799999999
United Kingdom,GBR,2014,81.234001
United Kingdom,GBR,2015,81.405998
United States,USA,1960,69.939003
United States,USA,1961,70.010002
United States,USA,1962,70.063004
United States,USA,1963,70.105003
United States,USA,1964,70.143997
United States,USA,1965,70.188004
United States,USA,1966,70.248001
United States,USA,1967,70.33000200000001
United States,USA,1968,70.441002
United States,USA,1969,70.587997
United States,USA,1970,70.778
United States,USA,1971,71.01799799999999
United States,USA,1972,71.302002
United States,USA,1973,71.623001
United States,USA,1974,71.971001
United States,USA,1975,72.333
United States,USA,1976,72.695999
United States,USA,1977,73.04499799999999
United States,USA,1978,73.371002
United States,USA,1979,73.663002
United States,USA,1980,73.914001
United States,USA,1981,74.122002
United States,USA,1982,74.293999
United States,USA,1983,74.438004
United States,USA,1984,74.560997
United States,USA,1985,74.668999
United States,USA,1986,74.772003
United States,USA,1987,74.876999
United States,USA,1988,74.988998
United States,USA,1989,75.112999
United States,USA,1990,75.251999
United States,USA,1991,75.405998
United States,USA,1992,75.568001
United States,USA,1993,75.734001
United States,USA,1994,75.903
United States,USA,1995,76.07
United States,USA,1996,76.230003
United States,USA,1997,76.384003
United States,USA,1998,76.531998
United States,USA,1999,76.67400400000001
United States,USA,2000,76.815002
United States,USA,2001,76.962997
United States,USA,2002,77.121002
United States,USA,2003,77.292
United States,USA,2004,77.474998
United States,USA,2005,77.667
United States,USA,2006,77.859001
United States,USA,2007,78.045998
United States,USA,2008,78.223
United States,USA,2009,78.387001
United States,USA,2010,78.539001
United States,USA,2011,78.681999
United States,USA,2012,78.820999
United States,USA,2013,78.959999
United States,USA,2014,79.099998
United States,USA,2015,79.244003
